,datetime,Usage_kWh,Motor_and_Transformer_Load_kVarh,NSM,WeekStatus,Day_of_week,Load_Type
64,01/01/2018 16:15,2.6,0.0,58500,Weekday,Monday,Light_Load
65,01/01/2018 16:30,2.3400000000000003,0.0,59400,Weekday,Monday,Light_Load
66,01/01/2018 16:45,2.6455,0.0,60300,Weekday,Monday,Light_Load
67,01/01/2018 17:00,2.483,0.0,61200,Weekday,Monday,Light_Load
68,01/01/2018 17:15,2.314,0.0,62100,Weekday,Monday,Light_Load
69,01/01/2018 17:30,2.665,0.0,63000,Weekday,Monday,Light_Load
70,01/01/2018 17:45,2.3400000000000003,0.0,63900,Weekday,Monday,Light_Load
71,01/01/2018 18:00,2.3400000000000003,0.0,64800,Weekday,Monday,Light_Load
72,01/01/2018 18:15,2.6,0.0,65700,Weekday,Monday,Light_Load
73,01/01/2018 18:30,2.223,0.0,66600,Weekday,Monday,Light_Load
74,01/01/2018 18:45,2.3855,0.0,67500,Weekday,Monday,Light_Load
75,01/01/2018 19:00,2.6455,0.0,68400,Weekday,Monday,Light_Load
76,01/01/2018 19:15,2.2944999999999998,0.0,69300,Weekday,Monday,Light_Load
77,01/01/2018 19:30,2.5025,0.0,70200,Weekday,Monday,Light_Load
78,01/01/2018 19:45,2.574,0.0,71100,Weekday,Monday,Light_Load
79,01/01/2018 20:00,2.314,0.0,72000,Weekday,Monday,Light_Load
80,01/01/2018 20:15,2.6195000000000004,0.0,72900,Weekday,Monday,Light_Load
81,01/01/2018 20:30,2.431,0.0,73800,Weekday,Monday,Light_Load
82,01/01/2018 20:45,2.314,0.0,74700,Weekday,Monday,Light_Load
83,01/01/2018 21:00,2.7365,0.0,75600,Weekday,Monday,Light_Load
84,01/01/2018 21:15,2.314,0.0,76500,Weekday,Monday,Light_Load
85,01/01/2018 21:30,2.2944999999999998,0.0,77400,Weekday,Monday,Light_Load
86,01/01/2018 21:45,2.7625,0.0,78300,Weekday,Monday,Light_Load
87,01/01/2018 22:00,2.2944999999999998,0.0,79200,Weekday,Monday,Light_Load
88,01/01/2018 22:15,2.314,1.44,80100,Weekday,Monday,Light_Load
89,01/01/2018 22:30,2.3855,4.21,81000,Weekday,Monday,Light_Load
90,01/01/2018 22:45,2.1060000000000003,3.35,81900,Weekday,Monday,Light_Load
91,01/01/2018 23:00,2.2944999999999998,3.74,82800,Weekday,Monday,Light_Load
92,01/01/2018 23:15,2.2944999999999998,3.42,83700,Weekday,Monday,Light_Load
93,01/01/2018 23:30,2.1060000000000003,2.95,84600,Weekday,Monday,Light_Load
94,01/01/2018 23:45,2.3855,3.96,85500,Weekday,Monday,Light_Load
95,01/01/2018 00:00,2.223,3.46,0,Weekday,Monday,Light_Load
96,02/01/2018 00:15,2.08,3.1,900,Weekday,Tuesday,Light_Load
97,02/01/2018 00:30,2.5025,4.61,1800,Weekday,Tuesday,Light_Load
98,02/01/2018 00:45,2.132,3.67,2700,Weekday,Tuesday,Light_Load
99,02/01/2018 01:00,2.1775,3.6,3600,Weekday,Tuesday,Light_Load
100,02/01/2018 01:15,2.5285,4.72,4500,Weekday,Tuesday,Light_Load
101,02/01/2018 01:30,2.132,3.53,5400,Weekday,Tuesday,Light_Load
102,02/01/2018 01:45,2.249,3.96,6300,Weekday,Tuesday,Light_Load
103,02/01/2018 02:00,2.457,4.82,7200,Weekday,Tuesday,Light_Load
104,02/01/2018 02:15,2.1515,3.53,8100,Weekday,Tuesday,Light_Load
105,02/01/2018 02:30,2.3400000000000003,4.36,9000,Weekday,Tuesday,Light_Load
106,02/01/2018 02:45,2.366,4.39,9900,Weekday,Tuesday,Light_Load
107,02/01/2018 03:00,2.132,3.71,10800,Weekday,Tuesday,Light_Load
108,02/01/2018 03:15,2.4115,4.57,11700,Weekday,Tuesday,Light_Load
109,02/01/2018 03:30,2.314,4.03,12600,Weekday,Tuesday,Light_Load
110,02/01/2018 03:45,2.1060000000000003,3.49,13500,Weekday,Tuesday,Light_Load
111,02/01/2018 04:00,2.5285,4.64,14400,Weekday,Tuesday,Light_Load
112,02/01/2018 04:15,2.132,3.42,15300,Weekday,Tuesday,Light_Load
113,02/01/2018 04:30,2.132,3.49,16200,Weekday,Tuesday,Light_Load
114,02/01/2018 04:45,2.574,4.68,17100,Weekday,Tuesday,Light_Load
115,02/01/2018 05:00,2.1060000000000003,3.42,18000,Weekday,Tuesday,Light_Load
116,02/01/2018 05:15,2.249,3.78,18900,Weekday,Tuesday,Light_Load
117,02/01/2018 05:30,2.3855,4.07,19800,Weekday,Tuesday,Light_Load
118,02/01/2018 05:45,2.1060000000000003,3.42,20700,Weekday,Tuesday,Light_Load
119,02/01/2018 06:00,2.3855,3.96,21600,Weekday,Tuesday,Light_Load
120,02/01/2018 06:15,2.2944999999999998,3.78,22500,Weekday,Tuesday,Light_Load
121,02/01/2018 06:30,2.08,3.24,23400,Weekday,Tuesday,Light_Load
122,02/01/2018 06:45,2.457,4.07,24300,Weekday,Tuesday,Light_Load
123,02/01/2018 07:00,2.1775,3.35,25200,Weekday,Tuesday,Light_Load
124,02/01/2018 07:15,2.2944999999999998,3.49,26100,Weekday,Tuesday,Light_Load
125,02/01/2018 07:30,4.095,4.57,27000,Weekday,Tuesday,Light_Load
126,02/01/2018 07:45,3.9325,4.79,27900,Weekday,Tuesday,Light_Load
127,02/01/2018 08:00,4.3745,4.54,28800,Weekday,Tuesday,Light_Load
128,02/01/2018 08:15,18.863,18.83,29700,Weekday,Tuesday,Light_Load
129,02/01/2018 08:30,30.0235,28.66,30600,Weekday,Tuesday,Light_Load
130,02/01/2018 08:45,33.839000000000006,35.32,31500,Weekday,Tuesday,Light_Load
131,02/01/2018 09:00,36.53,12.53,32400,Weekday,Tuesday,Light_Load
132,02/01/2018 09:15,36.946000000000005,8.32,33300,Weekday,Tuesday,Medium_Load
133,02/01/2018 09:30,33.319,4.54,34200,Weekday,Tuesday,Medium_Load
134,02/01/2018 09:45,31.2845,2.34,35100,Weekday,Tuesday,Medium_Load
135,02/01/2018 10:00,34.3265,7.06,36000,Weekday,Tuesday,Medium_Load
136,02/01/2018 10:15,35.6135,7.52,36900,Weekday,Tuesday,Maximum_Load
137,02/01/2018 10:30,34.5865,8.35,37800,Weekday,Tuesday,Maximum_Load
138,02/01/2018 10:45,52.1365,32.4,38700,Weekday,Tuesday,Maximum_Load
139,02/01/2018 11:00,50.427,25.49,39600,Weekday,Tuesday,Maximum_Load
140,02/01/2018 11:15,83.53800000000001,70.85,40500,Weekday,Tuesday,Maximum_Load
141,02/01/2018 11:30,93.9055,78.48,41400,Weekday,Tuesday,Maximum_Load
142,02/01/2018 11:45,59.059000000000005,54.29,42300,Weekday,Tuesday,Maximum_Load
143,02/01/2018 12:00,80.145,66.06,43200,Weekday,Tuesday,Maximum_Load
144,02/01/2018 12:15,12.493,5.54,44100,Weekday,Tuesday,Medium_Load
145,02/01/2018 12:30,5.4990000000000006,0.0,45000,Weekday,Tuesday,Medium_Load
146,02/01/2018 12:45,5.356000000000001,0.0,45900,Weekday,Tuesday,Medium_Load
147,02/01/2018 13:00,5.2195,0.0,46800,Weekday,Tuesday,Medium_Load
148,02/01/2018 13:15,51.785500000000006,27.29,47700,Weekday,Tuesday,Medium_Load
149,02/01/2018 13:30,63.6025,46.8,48600,Weekday,Tuesday,Medium_Load
150,02/01/2018 13:45,80.8925,49.79,49500,Weekday,Tuesday,Medium_Load
151,02/01/2018 14:00,70.5965,43.34,50400,Weekday,Tuesday,Medium_Load
152,02/01/2018 14:15,80.028,55.26,51300,Weekday,Tuesday,Medium_Load
153,02/01/2018 14:30,83.915,53.5,52200,Weekday,Tuesday,Medium_Load
154,02/01/2018 14:45,53.352000000000004,27.58,53100,Weekday,Tuesday,Medium_Load
155,02/01/2018 15:00,93.5285,60.91,54000,Weekday,Tuesday,Medium_Load
156,02/01/2018 15:15,56.48500000000001,34.27,54900,Weekday,Tuesday,Medium_Load
157,02/01/2018 15:30,91.936,62.57,55800,Weekday,Tuesday,Medium_Load
158,02/01/2018 15:45,75.7445,52.88,56700,Weekday,Tuesday,Medium_Load
159,02/01/2018 16:00,84.0515,61.16,57600,Weekday,Tuesday,Medium_Load
160,02/01/2018 16:15,88.686,56.77,58500,Weekday,Tuesday,Medium_Load
161,02/01/2018 16:30,55.718,34.85,59400,Weekday,Tuesday,Medium_Load
162,02/01/2018 16:45,95.849,65.27,60300,Weekday,Tuesday,Medium_Load
163,02/01/2018 17:00,56.511,30.78,61200,Weekday,Tuesday,Medium_Load
164,02/01/2018 17:15,43.7125,25.81,62100,Weekday,Tuesday,Maximum_Load
165,02/01/2018 17:30,75.257,50.04,63000,Weekday,Tuesday,Maximum_Load
166,02/01/2018 17:45,73.5215,34.63,63900,Weekday,Tuesday,Maximum_Load
167,02/01/2018 18:00,49.8875,11.74,64800,Weekday,Tuesday,Maximum_Load
168,02/01/2018 18:15,27.235,15.23,65700,Weekday,Tuesday,Maximum_Load
169,02/01/2018 18:30,24.31,19.94,66600,Weekday,Tuesday,Maximum_Load
170,02/01/2018 18:45,26.1625,8.82,67500,Weekday,Tuesday,Maximum_Load
171,02/01/2018 19:00,22.698,1.98,68400,Weekday,Tuesday,Maximum_Load
172,02/01/2018 19:15,26.884,6.44,69300,Weekday,Tuesday,Maximum_Load
173,02/01/2018 19:30,23.374000000000002,2.52,70200,Weekday,Tuesday,Maximum_Load
174,02/01/2018 19:45,25.623,5.29,71100,Weekday,Tuesday,Maximum_Load
175,02/01/2018 20:00,24.804,4.68,72000,Weekday,Tuesday,Maximum_Load
176,02/01/2018 20:15,21.5995,1.51,72900,Weekday,Tuesday,Medium_Load
177,02/01/2018 20:30,16.822,0.0,73800,Weekday,Tuesday,Medium_Load
178,02/01/2018 20:45,7.046,0.0,74700,Weekday,Tuesday,Medium_Load
179,02/01/2018 21:00,6.0385,0.0,75600,Weekday,Tuesday,Medium_Load
180,02/01/2018 21:15,4.537000000000001,0.0,76500,Weekday,Tuesday,Medium_Load
181,02/01/2018 21:30,3.3215000000000003,0.0,77400,Weekday,Tuesday,Medium_Load
182,02/01/2018 21:45,3.302,0.0,78300,Weekday,Tuesday,Medium_Load
183,02/01/2018 22:00,3.2760000000000002,0.0,79200,Weekday,Tuesday,Medium_Load
184,02/01/2018 22:15,3.2045,1.84,80100,Weekday,Tuesday,Maximum_Load
185,02/01/2018 22:30,3.016,5.22,81000,Weekday,Tuesday,Maximum_Load
186,02/01/2018 22:45,3.042,5.18,81900,Weekday,Tuesday,Maximum_Load
187,02/01/2018 23:00,3.042,5.11,82800,Weekday,Tuesday,Maximum_Load
188,02/01/2018 23:15,2.9705000000000004,4.54,83700,Weekday,Tuesday,Light_Load
189,02/01/2018 23:30,2.9705000000000004,4.25,84600,Weekday,Tuesday,Light_Load
190,02/01/2018 23:45,2.951,4.25,85500,Weekday,Tuesday,Light_Load
191,02/01/2018 00:00,2.9965,4.21,0,Weekday,Tuesday,Light_Load
192,03/01/2018 00:15,2.9965,4.61,900,Weekday,Wednesday,Light_Load
193,03/01/2018 00:30,2.9965,4.54,1800,Weekday,Wednesday,Light_Load
194,03/01/2018 00:45,2.9705000000000004,4.5,2700,Weekday,Wednesday,Light_Load
195,03/01/2018 01:00,2.9705000000000004,4.61,3600,Weekday,Wednesday,Light_Load
196,03/01/2018 01:15,3.016,4.46,4500,Weekday,Wednesday,Light_Load
197,03/01/2018 01:30,3.016,4.57,5400,Weekday,Wednesday,Light_Load
198,03/01/2018 01:45,2.9965,4.79,6300,Weekday,Wednesday,Light_Load
199,03/01/2018 02:00,2.9705000000000004,4.5,7200,Weekday,Wednesday,Light_Load
200,03/01/2018 02:15,2.9965,4.39,8100,Weekday,Wednesday,Light_Load
201,03/01/2018 02:30,3.016,4.75,9000,Weekday,Wednesday,Light_Load
202,03/01/2018 02:45,3.016,4.75,9900,Weekday,Wednesday,Light_Load
203,03/01/2018 03:00,2.9705000000000004,4.75,10800,Weekday,Wednesday,Light_Load
204,03/01/2018 03:15,3.016,5.11,11700,Weekday,Wednesday,Light_Load
205,03/01/2018 03:30,3.016,4.72,12600,Weekday,Wednesday,Light_Load
206,03/01/2018 03:45,3.042,4.68,13500,Weekday,Wednesday,Light_Load
207,03/01/2018 04:00,2.9705000000000004,4.46,14400,Weekday,Wednesday,Light_Load
208,03/01/2018 04:15,2.951,4.32,15300,Weekday,Wednesday,Light_Load
209,03/01/2018 04:30,2.9965,4.46,16200,Weekday,Wednesday,Light_Load
210,03/01/2018 04:45,2.9705000000000004,4.32,17100,Weekday,Wednesday,Light_Load
211,03/01/2018 05:00,2.9965,4.32,18000,Weekday,Wednesday,Light_Load
212,03/01/2018 05:15,2.951,4.14,18900,Weekday,Wednesday,Light_Load
213,03/01/2018 05:30,2.9705000000000004,4.21,19800,Weekday,Wednesday,Light_Load
214,03/01/2018 05:45,2.9705000000000004,4.43,20700,Weekday,Wednesday,Light_Load
215,03/01/2018 06:00,2.9705000000000004,4.5,21600,Weekday,Wednesday,Light_Load
216,03/01/2018 06:15,3.016,4.61,22500,Weekday,Wednesday,Light_Load
217,03/01/2018 06:30,2.9705000000000004,4.36,23400,Weekday,Wednesday,Light_Load
218,03/01/2018 06:45,2.9965,4.54,24300,Weekday,Wednesday,Light_Load
219,03/01/2018 07:00,2.951,4.28,25200,Weekday,Wednesday,Light_Load
220,03/01/2018 07:15,2.899,4.18,26100,Weekday,Wednesday,Light_Load
221,03/01/2018 07:30,3.978,4.25,27000,Weekday,Wednesday,Light_Load
222,03/01/2018 07:45,5.148,4.68,27900,Weekday,Wednesday,Light_Load
223,03/01/2018 08:00,6.227,4.36,28800,Weekday,Wednesday,Light_Load
224,03/01/2018 08:15,24.0565,21.56,29700,Weekday,Wednesday,Light_Load
225,03/01/2018 08:30,48.48350000000001,35.86,30600,Weekday,Wednesday,Light_Load
226,03/01/2018 08:45,71.162,53.32,31500,Weekday,Wednesday,Light_Load
227,03/01/2018 09:00,68.302,31.82,32400,Weekday,Wednesday,Light_Load
228,03/01/2018 09:15,79.16350000000001,41.26,33300,Weekday,Wednesday,Medium_Load
229,03/01/2018 09:30,74.412,30.24,34200,Weekday,Wednesday,Medium_Load
230,03/01/2018 09:45,48.230000000000004,21.96,35100,Weekday,Wednesday,Medium_Load
231,03/01/2018 10:00,35.308,7.13,36000,Weekday,Wednesday,Medium_Load
232,03/01/2018 10:15,48.8605,25.06,36900,Weekday,Wednesday,Maximum_Load
233,03/01/2018 10:30,37.7455,12.24,37800,Weekday,Wednesday,Maximum_Load
234,03/01/2018 10:45,43.569500000000005,15.08,38700,Weekday,Wednesday,Maximum_Load
235,03/01/2018 11:00,48.48350000000001,31.64,39600,Weekday,Wednesday,Maximum_Load
236,03/01/2018 11:15,37.414,23.9,40500,Weekday,Wednesday,Maximum_Load
237,03/01/2018 11:30,51.103,48.06,41400,Weekday,Wednesday,Maximum_Load
238,03/01/2018 11:45,44.954,44.17,42300,Weekday,Wednesday,Maximum_Load
239,03/01/2018 12:00,48.1325,44.78,43200,Weekday,Wednesday,Maximum_Load
240,03/01/2018 12:15,7.3255,0.5,44100,Weekday,Wednesday,Medium_Load
241,03/01/2018 12:30,5.336500000000001,0.0,45000,Weekday,Wednesday,Medium_Load
242,03/01/2018 12:45,5.291,0.0,45900,Weekday,Wednesday,Medium_Load
243,03/01/2018 13:00,5.005,0.0,46800,Weekday,Wednesday,Medium_Load
244,03/01/2018 13:15,33.319,21.38,47700,Weekday,Wednesday,Medium_Load
245,03/01/2018 13:30,34.255,13.64,48600,Weekday,Wednesday,Medium_Load
246,03/01/2018 13:45,36.29600000000001,17.24,49500,Weekday,Wednesday,Medium_Load
247,03/01/2018 14:00,37.18,17.32,50400,Weekday,Wednesday,Medium_Load
248,03/01/2018 14:15,49.7705,30.6,51300,Weekday,Wednesday,Medium_Load
249,03/01/2018 14:30,39.734500000000004,20.45,52200,Weekday,Wednesday,Medium_Load
250,03/01/2018 14:45,43.381,26.42,53100,Weekday,Wednesday,Medium_Load
251,03/01/2018 15:00,36.269999999999996,16.42,54000,Weekday,Wednesday,Medium_Load
252,03/01/2018 15:15,37.349000000000004,18.25,54900,Weekday,Wednesday,Medium_Load
253,03/01/2018 15:30,46.332,28.08,55800,Weekday,Wednesday,Medium_Load
254,03/01/2018 15:45,47.54750000000001,28.62,56700,Weekday,Wednesday,Medium_Load
255,03/01/2018 16:00,44.837,25.81,57600,Weekday,Wednesday,Medium_Load
256,03/01/2018 16:15,55.25,27.79,58500,Weekday,Wednesday,Medium_Load
257,03/01/2018 16:30,75.7445,41.9,59400,Weekday,Wednesday,Medium_Load
258,03/01/2018 16:45,77.10300000000001,39.06,60300,Weekday,Wednesday,Medium_Load
259,03/01/2018 17:00,68.2825,35.64,61200,Weekday,Wednesday,Medium_Load
260,03/01/2018 17:15,91.33149999999999,52.96,62100,Weekday,Wednesday,Maximum_Load
261,03/01/2018 17:30,74.10650000000001,41.15,63000,Weekday,Wednesday,Maximum_Load
262,03/01/2018 17:45,81.874,39.2,63900,Weekday,Wednesday,Maximum_Load
263,03/01/2018 18:00,47.853,13.25,64800,Weekday,Wednesday,Maximum_Load
264,03/01/2018 18:15,23.543,12.74,65700,Weekday,Wednesday,Maximum_Load
265,03/01/2018 18:30,25.883000000000003,18.43,66600,Weekday,Wednesday,Maximum_Load
266,03/01/2018 18:45,24.102,4.18,67500,Weekday,Wednesday,Maximum_Load
267,03/01/2018 19:00,27.936999999999998,5.47,68400,Weekday,Wednesday,Maximum_Load
268,03/01/2018 19:15,24.660999999999998,0.86,69300,Weekday,Wednesday,Maximum_Load
269,03/01/2018 19:30,25.811500000000002,3.74,70200,Weekday,Wednesday,Maximum_Load
270,03/01/2018 19:45,28.080000000000002,5.69,71100,Weekday,Wednesday,Maximum_Load
271,03/01/2018 20:00,24.264499999999998,1.19,72000,Weekday,Wednesday,Maximum_Load
272,03/01/2018 20:15,26.650000000000002,5.62,72900,Weekday,Wednesday,Medium_Load
273,03/01/2018 20:30,24.244999999999997,2.88,73800,Weekday,Wednesday,Medium_Load
274,03/01/2018 20:45,21.268,2.02,74700,Weekday,Wednesday,Medium_Load
275,03/01/2018 21:00,6.3895,0.0,75600,Weekday,Wednesday,Medium_Load
276,03/01/2018 21:15,5.174,0.0,76500,Weekday,Wednesday,Medium_Load
277,03/01/2018 21:30,3.5360000000000005,0.0,77400,Weekday,Wednesday,Medium_Load
278,03/01/2018 21:45,3.3215000000000003,0.0,78300,Weekday,Wednesday,Medium_Load
279,03/01/2018 22:00,3.367,0.0,79200,Weekday,Wednesday,Medium_Load
280,03/01/2018 22:15,3.2305,1.91,80100,Weekday,Wednesday,Maximum_Load
281,03/01/2018 22:30,3.0875,5.26,81000,Weekday,Wednesday,Maximum_Load
282,03/01/2018 22:45,3.016,5.15,81900,Weekday,Wednesday,Maximum_Load
283,03/01/2018 23:00,3.016,4.97,82800,Weekday,Wednesday,Maximum_Load
284,03/01/2018 23:15,3.068,4.39,83700,Weekday,Wednesday,Light_Load
285,03/01/2018 23:30,2.9965,4.25,84600,Weekday,Wednesday,Light_Load
286,03/01/2018 23:45,2.9705000000000004,4.43,85500,Weekday,Wednesday,Light_Load
287,03/01/2018 00:00,2.9705000000000004,4.5,0,Weekday,Wednesday,Light_Load
288,04/01/2018 00:15,2.9965,4.57,900,Weekday,Thursday,Light_Load
289,04/01/2018 00:30,3.016,4.57,1800,Weekday,Thursday,Light_Load
290,04/01/2018 00:45,3.016,4.68,2700,Weekday,Thursday,Light_Load
291,04/01/2018 01:00,2.9965,4.79,3600,Weekday,Thursday,Light_Load
292,04/01/2018 01:15,2.9965,4.64,4500,Weekday,Thursday,Light_Load
293,04/01/2018 01:30,2.9965,4.93,5400,Weekday,Thursday,Light_Load
294,04/01/2018 01:45,3.042,4.64,6300,Weekday,Thursday,Light_Load
295,04/01/2018 02:00,3.016,4.79,7200,Weekday,Thursday,Light_Load
296,04/01/2018 02:15,2.9965,4.75,8100,Weekday,Thursday,Light_Load
297,04/01/2018 02:30,3.016,4.9,9000,Weekday,Thursday,Light_Load
298,04/01/2018 02:45,2.9965,4.9,9900,Weekday,Thursday,Light_Load
299,04/01/2018 03:00,3.042,4.93,10800,Weekday,Thursday,Light_Load
300,04/01/2018 03:15,3.042,5.0,11700,Weekday,Thursday,Light_Load
301,04/01/2018 03:30,2.9965,4.86,12600,Weekday,Thursday,Light_Load
302,04/01/2018 03:45,2.9965,4.86,13500,Weekday,Thursday,Light_Load
303,04/01/2018 04:00,3.042,5.15,14400,Weekday,Thursday,Light_Load
304,04/01/2018 04:15,2.9965,4.72,15300,Weekday,Thursday,Light_Load
305,04/01/2018 04:30,3.016,4.72,16200,Weekday,Thursday,Light_Load
306,04/01/2018 04:45,3.016,4.54,17100,Weekday,Thursday,Light_Load
307,04/01/2018 05:00,2.9965,4.64,18000,Weekday,Thursday,Light_Load
308,04/01/2018 05:15,2.9965,4.5,18900,Weekday,Thursday,Light_Load
309,04/01/2018 05:30,3.016,4.5,19800,Weekday,Thursday,Light_Load
310,04/01/2018 05:45,2.9965,4.39,20700,Weekday,Thursday,Light_Load
311,04/01/2018 06:00,2.9965,4.54,21600,Weekday,Thursday,Light_Load
312,04/01/2018 06:15,2.9965,4.64,22500,Weekday,Thursday,Light_Load
313,04/01/2018 06:30,3.016,4.82,23400,Weekday,Thursday,Light_Load
314,04/01/2018 06:45,2.9705000000000004,4.68,24300,Weekday,Thursday,Light_Load
315,04/01/2018 07:00,3.016,4.57,25200,Weekday,Thursday,Light_Load
316,04/01/2018 07:15,2.951,4.61,26100,Weekday,Thursday,Light_Load
317,04/01/2018 07:30,3.4840000000000004,4.79,27000,Weekday,Thursday,Light_Load
318,04/01/2018 07:45,4.5889999999999995,4.9,27900,Weekday,Thursday,Light_Load
319,04/01/2018 08:00,5.0765,4.68,28800,Weekday,Thursday,Light_Load
320,04/01/2018 08:15,54.099500000000006,51.73,29700,Weekday,Thursday,Light_Load
321,04/01/2018 08:30,88.5235,74.88,30600,Weekday,Thursday,Light_Load
322,04/01/2018 08:45,70.38850000000001,75.82,31500,Weekday,Thursday,Light_Load
323,04/01/2018 09:00,85.26700000000001,53.6,32400,Weekday,Thursday,Light_Load
324,04/01/2018 09:15,88.426,56.7,33300,Weekday,Thursday,Medium_Load
325,04/01/2018 09:30,83.21300000000001,46.22,34200,Weekday,Thursday,Medium_Load
326,04/01/2018 09:45,86.346,53.53,35100,Weekday,Thursday,Medium_Load
327,04/01/2018 10:00,72.4685,39.17,36000,Weekday,Thursday,Medium_Load
