datetime,T_out,occupancy_rate,day_off
2024-01-04 20:00:00,-25.3,50.85,1
2024-01-04 21:00:00,-25.1,43.01,1
2024-01-04 22:00:00,-25.1,0.0,1
2024-01-04 23:00:00,-25.3,0.0,1
2024-01-05 00:00:00,-24.6,0.0,1
2024-01-05 01:00:00,-25.6,0.0,1
2024-01-05 02:00:00,-25.6,0.0,1
2024-01-05 03:00:00,-24.2,0.0,1
2024-01-05 04:00:00,-24.8,0.0,1
2024-01-05 05:00:00,-24.6,0.0,1
2024-01-05 06:00:00,-24.3,0.0,1
2024-01-05 07:00:00,-23.5,0.0,1
2024-01-05 08:00:00,-22.5,0.0,1
2024-01-05 09:00:00,-22.6,0.0,1
2024-01-05 10:00:00,-20.8,51.93,1
2024-01-05 11:00:00,-20.1,46.04,1
2024-01-05 12:00:00,-18.9,52.14,1
2024-01-05 13:00:00,-19.6,60.6,1
2024-01-05 14:00:00,-19.9,42.27,1
2024-01-05 15:00:00,-19.6,66.82,1
2024-01-05 16:00:00,-20.2,67.93,1
2024-01-05 17:00:00,-20.4,97.79,1
2024-01-05 18:00:00,-19.6,76.67,1
2024-01-05 19:00:00,-20.7,76.3,1
2024-01-05 20:00:00,-20.9,67.26,1
2024-01-05 21:00:00,-19.6,43.9,1
2024-01-05 22:00:00,-19.4,0.0,1
2024-01-05 23:00:00,-19.5,0.0,1
2024-01-06 00:00:00,-18.0,0.0,1
2024-01-06 01:00:00,-19.5,0.0,1
2024-01-06 02:00:00,-19.5,0.0,1
2024-01-06 03:00:00,-17.1,0.0,1
2024-01-06 04:00:00,-18.0,0.0,1
2024-01-06 05:00:00,-18.2,0.0,1
2024-01-06 06:00:00,-17.1,0.0,1
2024-01-06 07:00:00,-18.0,0.0,1
2024-01-06 08:00:00,-17.7,0.0,1
2024-01-06 09:00:00,-15.8,0.0,1
2024-01-06 10:00:00,-15.5,21.19,1
2024-01-06 11:00:00,-15.1,54.48,1
2024-01-06 12:00:00,-15.4,60.54,1
2024-01-06 13:00:00,-14.8,92.91,1
2024-01-06 14:00:00,-15.0,90.56,1
2024-01-06 15:00:00,-15.5,100.0,1
2024-01-06 16:00:00,-16.2,100.0,1
2024-01-06 17:00:00,-16.5,100.0,1
2024-01-06 18:00:00,-16.6,100.0,1
2024-01-06 19:00:00,-17.5,82.69,1
2024-01-06 20:00:00,-18.1,80.26,1
2024-01-06 21:00:00,-17.4,73.53,1
2024-01-06 22:00:00,-18.5,0.0,1
2024-01-06 23:00:00,-19.2,0.0,1
2024-01-07 00:00:00,-19.6,0.0,1
2024-01-07 01:00:00,-20.6,0.0,1
2024-01-07 02:00:00,-21.3,0.0,1
2024-01-07 03:00:00,-22.4,0.0,1
2024-01-07 04:00:00,-22.3,0.0,1
2024-01-07 05:00:00,-22.7,0.0,1
2024-01-07 06:00:00,-24.2,0.0,1
2024-01-07 07:00:00,-22.4,0.0,1
2024-01-07 08:00:00,-21.8,0.0,1
2024-01-07 09:00:00,-22.9,0.0,1
2024-01-07 10:00:00,-21.2,36.16,1
2024-01-07 11:00:00,-20.4,43.02,1
2024-01-07 12:00:00,-20.4,91.82,1
2024-01-07 13:00:00,-20.1,89.28,1
2024-01-07 14:00:00,-20.7,90.12,1
2024-01-07 15:00:00,-21.8,100.0,1
2024-01-07 16:00:00,-22.5,100.0,1
2024-01-07 17:00:00,-22.7,100.0,1
2024-01-07 18:00:00,-23.4,100.0,1
2024-01-07 19:00:00,-23.4,77.65,1
2024-01-07 20:00:00,-23.7,72.61,1
2024-01-07 21:00:00,-24.0,49.98,1
2024-01-07 22:00:00,-23.9,0.0,1
2024-01-07 23:00:00,-23.8,0.0,1
2024-01-08 00:00:00,-23.4,0.0,1
2024-01-08 01:00:00,-23.5,0.0,1
2024-01-08 02:00:00,-23.2,0.0,1
2024-01-08 03:00:00,-22.1,0.0,1
2024-01-08 04:00:00,-22.7,0.0,1
2024-01-08 05:00:00,-22.4,0.0,1
2024-01-08 06:00:00,-22.7,0.0,1
2024-01-08 07:00:00,-20.4,0.0,1
2024-01-08 08:00:00,-18.8,0.0,1
2024-01-08 09:00:00,-19.2,0.0,1
2024-01-08 10:00:00,-16.2,22.83,1
2024-01-08 11:00:00,-15.2,63.78,1
2024-01-08 12:00:00,-16.3,49.03,1
2024-01-08 13:00:00,-14.5,39.23,1
2024-01-08 14:00:00,-14.8,42.96,1
2024-01-08 15:00:00,-16.1,59.01,1
2024-01-08 16:00:00,-16.1,51.96,1
2024-01-08 17:00:00,-15.6,66.88,1
2024-01-08 18:00:00,-14.1,63.87,1
2024-01-08 19:00:00,-14.6,58.61,1
2024-01-08 20:00:00,-14.2,39.21,1
2024-01-08 21:00:00,-12.6,26.14,1
2024-01-08 22:00:00,-12.7,0.0,1
2024-01-08 23:00:00,-12.2,0.0,1
2024-01-09 00:00:00,-10.6,0.0,0
2024-01-09 01:00:00,-11.4,0.0,0
2024-01-09 02:00:00,-11.1,0.0,0
2024-01-09 03:00:00,-9.0,0.0,0
2024-01-09 04:00:00,-9.5,0.0,0
2024-01-09 05:00:00,-9.4,0.0,0
2024-01-09 06:00:00,-8.7,0.0,0
2024-01-09 07:00:00,-8.9,0.0,0
2024-01-09 08:00:00,-8.6,0.0,0
2024-01-09 09:00:00,-8.4,0.0,0
2024-01-09 10:00:00,-7.9,30.83,0
2024-01-09 11:00:00,-7.8,40.54,0
2024-01-09 12:00:00,-7.9,21.22,0
2024-01-09 13:00:00,-7.7,30.62,0
2024-01-09 14:00:00,-7.6,50.15,0
2024-01-09 15:00:00,-7.4,50.14,0
2024-01-09 16:00:00,-7.1,50.15,0
2024-01-09 17:00:00,-6.6,88.53,0
2024-01-09 18:00:00,-6.9,55.71,0
2024-01-09 19:00:00,-5.7,61.36,0
2024-01-09 20:00:00,-5.2,54.54,0
2024-01-09 21:00:00,-5.2,41.51,0
2024-01-09 22:00:00,-5.4,0.0,0
2024-01-09 23:00:00,-5.1,0.0,0
2024-01-10 00:00:00,-3.0,0.0,0
2024-01-10 01:00:00,-5.0,0.0,0
2024-01-10 02:00:00,-5.2,0.0,0
2024-01-10 03:00:00,-3.7,0.0,0
2024-01-10 04:00:00,-5.3,0.0,0
2024-01-10 05:00:00,-6.4,0.0,0
2024-01-10 06:00:00,-9.2,0.0,0
2024-01-10 07:00:00,-8.0,0.0,0
2024-01-10 08:00:00,-8.6,0.0,0
2024-01-10 09:00:00,-10.2,0.0,0
2024-01-10 10:00:00,-9.2,25.64,0
2024-01-10 11:00:00,-9.2,19.22,0
2024-01-10 12:00:00,-9.6,32.85,0
2024-01-10 13:00:00,-9.4,51.8,0
2024-01-10 14:00:00,-9.6,42.7,0
2024-01-10 15:00:00,-11.2,52.64,0
2024-01-10 16:00:00,-9.7,50.46,0
2024-01-10 17:00:00,-9.5,43.48,0
2024-01-10 18:00:00,-8.9,76.44,0
2024-01-10 19:00:00,-9.0,61.34,0
2024-01-10 20:00:00,-8.6,24.75,0
2024-01-10 21:00:00,-7.9,36.86,0
2024-01-10 22:00:00,-6.9,0.0,0
2024-01-10 23:00:00,-6.2,0.0,0
2024-01-11 00:00:00,-6.3,0.0,0
2024-01-11 01:00:00,-5.0,0.0,0
2024-01-11 02:00:00,-4.3,0.0,0
2024-01-11 03:00:00,-3.0,0.0,0
2024-01-11 04:00:00,-3.0,0.0,0
2024-01-11 05:00:00,-2.3,0.0,0
2024-01-11 06:00:00,-0.2,0.0,0
2024-01-11 07:00:00,-1.9,0.0,0
2024-01-11 08:00:00,-2.3,0.0,0
2024-01-11 09:00:00,-1.5,0.0,0
2024-01-11 10:00:00,-3.0,7.39,0
2024-01-11 11:00:00,-4.5,39.18,0
2024-01-11 12:00:00,-7.3,61.22,0
2024-01-11 13:00:00,-6.8,55.32,0
2024-01-11 14:00:00,-7.5,34.81,0
2024-01-11 15:00:00,-8.7,45.16,0
2024-01-11 16:00:00,-9.1,62.67,0
2024-01-11 17:00:00,-9.4,47.92,0
2024-01-11 18:00:00,-9.5,59.44,0
2024-01-11 19:00:00,-10.2,62.83,0
2024-01-11 20:00:00,-10.7,36.01,0
2024-01-11 21:00:00,-10.5,34.6,0
2024-01-11 22:00:00,-11.1,0.0,0
2024-01-11 23:00:00,-11.6,0.0,0
2024-01-12 00:00:00,-14.0,0.0,0
2024-01-12 01:00:00,-12.3,0.0,0
2024-01-12 02:00:00,-12.4,0.0,0
2024-01-12 03:00:00,-12.8,0.0,0
2024-01-12 04:00:00,-14.1,0.0,0
2024-01-12 05:00:00,-13.9,0.0,0
2024-01-12 06:00:00,-11.4,0.0,0
2024-01-12 07:00:00,-13.2,0.0,0
2024-01-12 08:00:00,-12.8,0.0,0
2024-01-12 09:00:00,-12.6,0.0,0
2024-01-12 10:00:00,-11.1,15.62,0
2024-01-12 11:00:00,-11.3,40.14,0
2024-01-12 12:00:00,-13.1,43.23,0
2024-01-12 13:00:00,-12.1,44.84,0
2024-01-12 14:00:00,-12.7,51.78,0
2024-01-12 15:00:00,-14.7,53.03,0
2024-01-12 16:00:00,-15.3,58.26,0
2024-01-12 17:00:00,-15.8,68.94,0
2024-01-12 18:00:00,-16.9,83.62,0
2024-01-12 19:00:00,-17.1,50.46,0
2024-01-12 20:00:00,-17.9,79.49,0
2024-01-12 21:00:00,-18.9,29.04,0
2024-01-12 22:00:00,-19.7,0.0,0
2024-01-12 23:00:00,-20.6,0.0,0
2024-01-13 00:00:00,-20.8,0.0,1
2024-01-13 01:00:00,-22.1,0.0,1
2024-01-13 02:00:00,-22.6,0.0,1
2024-01-13 03:00:00,-23.7,0.0,1
2024-01-13 04:00:00,-23.2,0.0,1
2024-01-13 05:00:00,-23.1,0.0,1
2024-01-13 06:00:00,-23.2,0.0,1
2024-01-13 07:00:00,-21.7,0.0,1
2024-01-13 08:00:00,-20.3,0.0,1
2024-01-13 09:00:00,-18.7,0.0,1
2024-01-13 10:00:00,-17.5,45.63,1
2024-01-13 11:00:00,-16.7,60.73,1
2024-01-13 12:00:00,-15.8,63.03,1
2024-01-13 13:00:00,-16.5,83.25,1
2024-01-13 14:00:00,-17.1,100.0,1
2024-01-13 15:00:00,-19.2,100.0,1
2024-01-13 16:00:00,-18.4,100.0,1
2024-01-13 17:00:00,-19.1,100.0,1
2024-01-13 18:00:00,-21.5,100.0,1
2024-01-13 19:00:00,-20.0,90.08,1
2024-01-13 20:00:00,-20.2,84.3,1
2024-01-13 21:00:00,-22.3,60.4,1
2024-01-13 22:00:00,-21.8,0.0,1
2024-01-13 23:00:00,-21.7,0.0,1
2024-01-14 00:00:00,-17.7,0.0,1
2024-01-14 01:00:00,-21.4,0.0,1
2024-01-14 02:00:00,-21.1,0.0,1
2024-01-14 03:00:00,-17.3,0.0,1
2024-01-14 04:00:00,-17.1,0.0,1
2024-01-14 05:00:00,-17.0,0.0,1
2024-01-14 06:00:00,-17.4,0.0,1
2024-01-14 07:00:00,-16.7,0.0,1
2024-01-14 08:00:00,-16.5,0.0,1
2024-01-14 09:00:00,-16.0,0.0,1
2024-01-14 10:00:00,-14.9,22.53,1
2024-01-14 11:00:00,-14.3,68.64,1
2024-01-14 12:00:00,-14.6,60.78,1
2024-01-14 13:00:00,-13.3,69.68,1
2024-01-14 14:00:00,-12.9,100.0,1
2024-01-14 15:00:00,-13.5,100.0,1
2024-01-14 16:00:00,-12.7,100.0,1
2024-01-14 17:00:00,-12.2,100.0,1
2024-01-14 18:00:00,-12.2,92.76,1
2024-01-14 19:00:00,-11.3,72.05,1
2024-01-14 20:00:00,-10.7,58.54,1
2024-01-14 21:00:00,-10.2,33.56,1
2024-01-14 22:00:00,-10.4,0.0,1
2024-01-14 23:00:00,-9.8,0.0,1
2024-01-15 00:00:00,-8.3,0.0,0
2024-01-15 01:00:00,-8.6,0.0,0
2024-01-15 02:00:00,-8.1,0.0,0
2024-01-15 03:00:00,-7.2,0.0,0
2024-01-15 04:00:00,-6.2,0.0,0
2024-01-15 05:00:00,-5.8,0.0,0
2024-01-15 06:00:00,-5.7,0.0,0
2024-01-15 07:00:00,-4.7,0.0,0
2024-01-15 08:00:00,-4.1,0.0,0
2024-01-15 09:00:00,-3.3,0.0,0
2024-01-15 10:00:00,-3.9,5.52,0
2024-01-15 11:00:00,-3.6,15.93,0
2024-01-15 12:00:00,-2.1,27.82,0
2024-01-15 13:00:00,-3.0,37.87,0
2024-01-15 14:00:00,-2.9,48.11,0
2024-01-15 15:00:00,-2.2,59.75,0
2024-01-15 16:00:00,-2.6,53.58,0
2024-01-15 17:00:00,-2.4,48.4,0
2024-01-15 18:00:00,-2.3,49.81,0
2024-01-15 19:00:00,-2.1,39.97,0
2024-01-15 20:00:00,-2.1,39.81,0
2024-01-15 21:00:00,-2.0,32.11,0
2024-01-15 22:00:00,-2.2,0.0,0
2024-01-15 23:00:00,-2.2,0.0,0
2024-01-16 00:00:00,-1.2,0.0,0
2024-01-16 01:00:00,-2.1,0.0,0
2024-01-16 02:00:00,-2.1,0.0,0
2024-01-16 03:00:00,-1.0,0.0,0
2024-01-16 04:00:00,-1.4,0.0,0
2024-01-16 05:00:00,-1.4,0.0,0
2024-01-16 06:00:00,-1.5,0.0,0
2024-01-16 07:00:00,-1.4,0.0,0
2024-01-16 08:00:00,-1.4,0.0,0
2024-01-16 09:00:00,-1.8,0.0,0
2024-01-16 10:00:00,-1.4,20.25,0
2024-01-16 11:00:00,-1.4,34.98,0
2024-01-16 12:00:00,-1.7,49.51,0
2024-01-16 13:00:00,-1.7,49.59,0
2024-01-16 14:00:00,-1.9,66.53,0
2024-01-16 15:00:00,-2.1,37.33,0
2024-01-16 16:00:00,-2.5,53.72,0
2024-01-16 17:00:00,-2.7,51.83,0
2024-01-16 18:00:00,-2.2,71.9,0
2024-01-16 19:00:00,-3.0,41.92,0
2024-01-16 20:00:00,-3.2,36.6,0
2024-01-16 21:00:00,-2.8,29.01,0
2024-01-16 22:00:00,-3.3,0.0,0
2024-01-16 23:00:00,-3.8,0.0,0
2024-01-17 00:00:00,-5.5,0.0,0
2024-01-17 01:00:00,-4.9,0.0,0
2024-01-17 02:00:00,-5.5,0.0,0
2024-01-17 03:00:00,-7.4,0.0,0
2024-01-17 04:00:00,-6.7,0.0,0
2024-01-17 05:00:00,-7.4,0.0,0
2024-01-17 06:00:00,-9.7,0.0,0
2024-01-17 07:00:00,-8.4,0.0,0
2024-01-17 08:00:00,-8.9,0.0,0
2024-01-17 09:00:00,-10.6,0.0,0
2024-01-17 10:00:00,-10.7,37.07,0
2024-01-17 11:00:00,-10.6,25.55,0
2024-01-17 12:00:00,-10.9,23.23,0
2024-01-17 13:00:00,-10.7,58.82,0
2024-01-17 14:00:00,-11.0,49.25,0
2024-01-17 15:00:00,-12.5,63.38,0
2024-01-17 16:00:00,-11.8,34.78,0
2024-01-17 17:00:00,-11.9,44.77,0
2024-01-17 18:00:00,-12.9,56.21,0
2024-01-17 19:00:00,-12.2,56.35,0
2024-01-17 20:00:00,-12.3,41.42,0
2024-01-17 21:00:00,-11.3,41.75,0
2024-01-17 22:00:00,-14.0,0.0,0
2024-01-17 23:00:00,-14.5,0.0,0
2024-01-18 00:00:00,-13.1,0.0,0
2024-01-18 01:00:00,-15.3,0.0,0
2024-01-18 02:00:00,-15.7,0.0,0
2024-01-18 03:00:00,-15.4,0.0,0
2024-01-18 04:00:00,-14.4,0.0,0
2024-01-18 05:00:00,-14.4,0.0,0
2024-01-18 06:00:00,-13.5,0.0,0
2024-01-18 07:00:00,-13.3,0.0,0
2024-01-18 08:00:00,-12.3,0.0,0
2024-01-18 09:00:00,-9.9,0.0,0
2024-01-18 10:00:00,-10.1,31.83,0
2024-01-18 11:00:00,-9.8,30.68,0
2024-01-18 12:00:00,-9.7,60.61,0
2024-01-18 13:00:00,-9.2,62.55,0
2024-01-18 14:00:00,-9.0,47.51,0
2024-01-18 15:00:00,-9.9,59.72,0
2024-01-18 16:00:00,-8.6,56.45,0
2024-01-18 17:00:00,-8.2,68.69,0
2024-01-18 18:00:00,-8.3,45.35,0
2024-01-18 19:00:00,-7.0,61.86,0
2024-01-18 20:00:00,-6.3,55.58,0
2024-01-18 21:00:00,-6.9,17.41,0
2024-01-18 22:00:00,-6.8,0.0,0
2024-01-18 23:00:00,-6.4,0.0,0
2024-01-19 00:00:00,-6.0,0.0,0
2024-01-19 01:00:00,-5.8,0.0,0
2024-01-19 02:00:00,-5.7,0.0,0
2024-01-19 03:00:00,-4.7,0.0,0
2024-01-19 04:00:00,-5.8,0.0,0
2024-01-19 05:00:00,-5.9,0.0,0
2024-01-19 06:00:00,-5.6,0.0,0
2024-01-19 07:00:00,-5.3,0.0,0
2024-01-19 08:00:00,-4.7,0.0,0
2024-01-19 09:00:00,-4.6,0.0,0
2024-01-19 10:00:00,-4.0,4.33,0
2024-01-19 11:00:00,-4.1,34.11,0
2024-01-19 12:00:00,-5.2,26.96,0
2024-01-19 13:00:00,-4.8,56.7,0
2024-01-19 14:00:00,-5.6,53.67,0
2024-01-19 15:00:00,-8.1,45.6,0
2024-01-19 16:00:00,-6.9,49.86,0
2024-01-19 17:00:00,-7.4,49.41,0
2024-01-19 18:00:00,-8.2,64.37,0
2024-01-19 19:00:00,-8.3,69.55,0
2024-01-19 20:00:00,-8.6,45.14,0
2024-01-19 21:00:00,-9.7,50.04,0
2024-01-19 22:00:00,-8.5,0.0,0
2024-01-19 23:00:00,-8.3,0.0,0
2024-01-20 00:00:00,-9.7,0.0,1
2024-01-20 01:00:00,-7.7,0.0,1
2024-01-20 02:00:00,-7.3,0.0,1
2024-01-20 03:00:00,-7.1,0.0,1
2024-01-20 04:00:00,-8.1,0.0,1
2024-01-20 05:00:00,-7.7,0.0,1
2024-01-20 06:00:00,-6.8,0.0,1
2024-01-20 07:00:00,-6.7,0.0,1
2024-01-20 08:00:00,-6.1,0.0,1
2024-01-20 09:00:00,-6.3,0.0,1
2024-01-20 10:00:00,-4.9,40.64,1
2024-01-20 11:00:00,-4.8,59.33,1
2024-01-20 12:00:00,-4.5,63.69,1
2024-01-20 13:00:00,-4.9,80.49,1
2024-01-20 14:00:00,-5.2,95.0,1
2024-01-20 15:00:00,-4.7,86.23,1
2024-01-20 16:00:00,-5.8,99.85,1
2024-01-20 17:00:00,-6.2,100.0,1
2024-01-20 18:00:00,-5.1,100.0,1
2024-01-20 19:00:00,-7.3,89.51,1
2024-01-20 20:00:00,-8.0,80.52,1
2024-01-20 21:00:00,-7.3,60.61,1
2024-01-20 22:00:00,-7.3,0.0,1
2024-01-20 23:00:00,-8.0,0.0,1
2024-01-21 00:00:00,-10.8,0.0,1
2024-01-21 01:00:00,-9.3,0.0,1
2024-01-21 02:00:00,-9.9,0.0,1
2024-01-21 03:00:00,-14.8,0.0,1
2024-01-21 04:00:00,-12.6,0.0,1
2024-01-21 05:00:00,-12.8,0.0,1
2024-01-21 06:00:00,-15.6,0.0,1
2024-01-21 07:00:00,-12.3,0.0,1
2024-01-21 08:00:00,-11.6,0.0,1
2024-01-21 09:00:00,-11.0,0.0,1
2024-01-21 10:00:00,-11.5,29.27,1
2024-01-21 11:00:00,-11.1,61.24,1
2024-01-21 12:00:00,-10.6,70.01,1
2024-01-21 13:00:00,-11.2,72.37,1
2024-01-21 14:00:00,-11.6,100.0,1
2024-01-21 15:00:00,-12.7,100.0,1
2024-01-21 16:00:00,-12.2,99.76,1
2024-01-21 17:00:00,-12.5,100.0,1
2024-01-21 18:00:00,-10.3,83.36,1
2024-01-21 19:00:00,-12.9,67.83,1
2024-01-21 20:00:00,-13.1,68.0,1
2024-01-21 21:00:00,-9.4,59.34,1
2024-01-21 22:00:00,-10.9,0.0,1
2024-01-21 23:00:00,-10.9,0.0,1
2024-01-22 00:00:00,-13.4,0.0,0
2024-01-22 01:00:00,-11.0,0.0,0
2024-01-22 02:00:00,-11.1,0.0,0
2024-01-22 03:00:00,-9.5,0.0,0
2024-01-22 04:00:00,-11.2,0.0,0
2024-01-22 05:00:00,-11.1,0.0,0
2024-01-22 06:00:00,-8.4,0.0,0
2024-01-22 07:00:00,-9.9,0.0,0
2024-01-22 08:00:00,-8.7,0.0,0
2024-01-22 09:00:00,-6.1,0.0,0
2024-01-22 10:00:00,-6.1,14.23,0
2024-01-22 11:00:00,-6.1,37.55,0
2024-01-22 12:00:00,-5.5,40.01,0
2024-01-22 13:00:00,-6.6,30.22,0
2024-01-22 14:00:00,-7.1,45.99,0
2024-01-22 15:00:00,-5.9,52.51,0
2024-01-22 16:00:00,-7.2,28.31,0
2024-01-22 17:00:00,-7.3,55.43,0
2024-01-22 18:00:00,-5.9,43.37,0
2024-01-22 19:00:00,-7.3,55.71,0
2024-01-22 20:00:00,-7.2,32.37,0
2024-01-22 21:00:00,-5.7,16.95,0
2024-01-22 22:00:00,-5.6,0.0,0
2024-01-22 23:00:00,-5.5,0.0,0
2024-01-23 00:00:00,-5.6,0.0,0
2024-01-23 01:00:00,-5.2,0.0,0
2024-01-23 02:00:00,-5.1,0.0,0
2024-01-23 03:00:00,-5.0,0.0,0
2024-01-23 04:00:00,-4.8,0.0,0
2024-01-23 05:00:00,-4.6,0.0,0
2024-01-23 06:00:00,-4.9,0.0,0
2024-01-23 07:00:00,-4.2,0.0,0
2024-01-23 08:00:00,-4.0,0.0,0
2024-01-23 09:00:00,-4.0,0.0,0
2024-01-23 10:00:00,-4.3,30.06,0
2024-01-23 11:00:00,-4.1,24.23,0
2024-01-23 12:00:00,-3.7,43.36,0
2024-01-23 13:00:00,-3.7,28.7,0
2024-01-23 14:00:00,-3.5,50.3,0
2024-01-23 15:00:00,-3.3,59.42,0
2024-01-23 16:00:00,-3.2,20.28,0
2024-01-23 17:00:00,-3.0,42.03,0
2024-01-23 18:00:00,-2.7,55.77,0
2024-01-23 19:00:00,-2.8,47.97,0
2024-01-23 20:00:00,-2.7,48.71,0
2024-01-23 21:00:00,-2.7,28.96,0
2024-01-23 22:00:00,-2.4,0.0,0
2024-01-23 23:00:00,-2.2,0.0,0
2024-01-24 00:00:00,-2.8,0.0,0
2024-01-24 01:00:00,-1.9,0.0,0
2024-01-24 02:00:00,-1.7,0.0,0
2024-01-24 03:00:00,-2.4,0.0,0
2024-01-24 04:00:00,-2.1,0.0,0
2024-01-24 05:00:00,-1.8,0.0,0
2024-01-24 06:00:00,-2.1,0.0,0
2024-01-24 07:00:00,-1.1,0.0,0
2024-01-24 08:00:00,-0.7,0.0,0
2024-01-24 09:00:00,-1.0,0.0,0
2024-01-24 10:00:00,-0.5,33.71,0
2024-01-24 11:00:00,-0.2,26.74,0
2024-01-24 12:00:00,0.2,52.01,0
2024-01-24 13:00:00,0.2,40.92,0
2024-01-24 14:00:00,0.3,29.62,0
2024-01-24 15:00:00,0.6,39.92,0
2024-01-24 16:00:00,0.8,31.29,0
2024-01-24 17:00:00,0.9,46.48,0
2024-01-24 18:00:00,0.8,55.18,0
2024-01-24 19:00:00,1.1,71.76,0
2024-01-24 20:00:00,1.2,48.27,0
2024-01-24 21:00:00,0.6,32.81,0
2024-01-24 22:00:00,1.2,0.0,0
2024-01-24 23:00:00,1.2,0.0,0
2024-01-25 00:00:00,0.7,0.0,0
2024-01-25 01:00:00,1.1,0.0,0
2024-01-25 02:00:00,1.1,0.0,0
2024-01-25 03:00:00,0.1,0.0,0
2024-01-25 04:00:00,0.4,0.0,0
2024-01-25 05:00:00,0.3,0.0,0
